generation,best_final_value,best_total_return,best_sharpe,best_max_drawdown,best_volatility,ensemble_final_value,ensemble_total_return,ensemble_sharpe,ensemble_max_drawdown,ensemble_volatility,buyhold_final_value,buyhold_total_return,buyhold_sharpe,buyhold_max_drawdown,buyhold_volatility
1,96763.76583200014,-0.03236234167999852,-14.116767817864764,-0.06603249604714886,0.0009924088498145945,95332.98541000027,-0.046670145899997316,-20.271343037808272,-0.07519716842820659,0.0010082602887386111,96353.00915326343,-0.035988143421599485,-9.362737961918427,-0.0879885363446957,0.0014337677023734615
2,97152.48482000006,-0.02847515179999942,-11.07868279901885,-0.06546365823246558,0.0010079372908564602,96334.04993300013,-0.03665950066999872,-16.59597752640326,-0.07047172270904434,0.000998969329026774,96353.00915326343,-0.035988143421599485,-9.362737961918427,-0.0879885363446957,0.0014337677023734615
